age,sex,height_cm,start_weight_kg,target_weight_kg,duration_weeks,start_bmi,target_bmi,avg_calorie_intake,avg_calorie_burn,main_exercise
22,Male,166.5,77.3,66.9,18.7,27.9,24.2,2125,236,Swimming 2x/week
56,Male,180.8,88.3,73.6,37.8,27,22.5,2424,372,HIIT 3x/week
70,Male,165.4,66.2,60.3,17.3,24.2,22.1,1660,567,Running 3x/week
36,Female,155.4,78.9,63.4,46.1,32.7,26.2,1701,363,Swimming 2x/week
55,Female,165.4,77.2,69,24.2,28.2,25.2,1744,172,Cycling 4x/week
62,Male,165.3,64.1,58,14,23.5,21.2,1669,207,HIIT 3x/week
34,Male,163.9,91.8,78.3,21.4,34.2,29.1,2327,386,HIIT 3x/week
52,Male,172.1,80.9,76.6,8.4,27.3,25.9,2147,191,Running 3x/week
31,Male,163.7,89,77.1,23.7,33.2,28.8,2394,428,Swimming 2x/week
43,Male,180.1,103,84.9,34.5,31.8,26.2,2448,512,Gym 3x/week
19,Male,166.2,81,73.9,21.4,29.3,26.8,2392,525,Cycling 4x/week
38,Female,171.1,99.5,86.3,45,34,29.5,1905,252,Running 3x/week
41,Male,164.3,88.7,77.5,18.4,32.9,28.7,2260,237,Gym 3x/week
23,Male,176.3,88.6,78.9,25.6,28.5,25.4,2410,649,Swimming 2x/week
70,Female,173.1,85.9,75.7,20.8,28.7,25.3,1770,230,Cycling 4x/week
38,Female,168.9,90.5,79.2,32.6,31.7,27.8,2081,391,Running 3x/week
32,Female,154.4,71.5,59.5,38.9,30,25,1822,378,Gym 3x/week
67,Male,173.9,72.8,59.4,35.9,24.1,19.6,1812,416,HIIT 3x/week
58,Female,154.7,70.3,62.7,22.5,29.4,26.2,1595,371,Cycling 4x/week
30,Female,165,69.2,55.4,29.2,25.4,20.4,1898,255,HIIT 3x/week
46,Male,168.8,77.9,66.9,21.7,27.3,23.5,2088,584,Running 3x/week
40,Female,172.7,104.2,91.4,42.4,34.9,30.6,2204,376,Gym 3x/week
19,Female,164,64.3,55.1,20,23.9,20.5,1692,566,Gym 3x/week
66,Female,163.9,90.3,76.5,43.2,33.6,28.5,1632,263,Gym 3x/week
51,Female,170.6,101,81.4,29.9,34.7,28,1989,473,HIIT 3x/week
41,Female,151.1,51.1,45.3,13.3,22.4,19.8,1185,546,Cycling 4x/week
56,Male,176.3,102.4,90,32.5,33,29,2532,571,Cycling 4x/week
65,Male,169.7,88,79.6,13.7,30.6,27.7,2129,279,HIIT 3x/week
59,Male,163.8,70.2,58.2,40.6,26.2,21.7,1708,236,HIIT 3x/week
65,Female,167.3,72.9,68.6,12.8,26.1,24.5,1339,352,Cycling 4x/week
64,Female,171.4,68.1,57.9,30.6,23.2,19.7,1311,570,HIIT 3x/week
19,Female,154,65.7,60.6,17.5,27.7,25.6,1616,526,Swimming 2x/week
46,Female,164.3,85.3,79.5,18,31.6,29.5,1927,607,Gym 3x/week
29,Male,172.4,73.2,69.1,10.1,24.6,23.3,2031,206,HIIT 3x/week
41,Female,173.2,71.8,65.3,21.5,23.9,21.8,1529,186,Gym 3x/week
68,Female,158,75.1,62.4,25.8,30.1,25,1344,498,Swimming 2x/week
25,Male,170.9,72.6,61.3,27.8,24.8,21,2216,487,Swimming 2x/week
39,Female,153,68,58.5,23.5,29,25,1722,170,HIIT 3x/week
28,Female,169.3,96.5,91,16.9,33.7,31.7,2096,584,HIIT 3x/week
69,Female,153.6,55.5,44.9,28.9,23.5,19,1083,375,Gym 3x/week
36,Female,151.1,75.4,64.4,34.6,33,28.2,1621,435,Gym 3x/week
68,Male,186.2,76.7,70.5,11.4,22.1,20.3,1776,453,Cycling 4x/week
67,Female,152.1,72.7,63.1,18.3,31.4,27.3,1429,513,HIIT 3x/week
46,Female,155.7,82.3,76.9,18.4,33.9,31.7,1655,527,Cycling 4x/week
58,Female,153.4,73.7,59.9,46.6,31.3,25.5,1725,496,Cycling 4x/week
37,Female,167.9,66,55.9,24.2,23.4,19.8,1497,165,Cycling 4x/week
31,Female,164.6,74.1,68.5,18.9,27.3,25.3,1672,234,Cycling 4x/week
36,Male,181.8,92.7,78.8,24.8,28.1,23.8,2373,300,Swimming 2x/week
43,Female,167,73.1,66.1,16.6,26.2,23.7,1608,580,Running 3x/week
43,Male,168.8,76.3,65.1,34.6,26.8,22.9,1874,218,Running 3x/week
62,Male,176.1,76,66.4,29.9,24.5,21.4,1794,359,HIIT 3x/week
19,Male,166.7,73.6,66.8,19.1,26.5,24,2100,395,Cycling 4x/week
30,Female,173.4,94.8,83.8,18.4,31.5,27.9,2219,511,Swimming 2x/week
66,Female,153.2,76.2,62.4,24.4,32.5,26.6,1698,210,Cycling 4x/week
37,Male,164,62,54.1,23.3,23,20.1,1670,419,HIIT 3x/week
31,Female,163.6,63.8,52.4,39.7,23.8,19.6,1472,299,Swimming 2x/week
53,Male,179.8,83,77.7,13.4,25.7,24,2006,648,Running 3x/week
22,Female,166.3,71.8,62,24.8,26,22.4,1783,395,Running 3x/week
61,Female,173.2,93.5,80.8,39.1,31.2,27,1954,394,Running 3x/week
70,Female,167,65.2,53.7,33.9,23.4,19.2,1391,571,Cycling 4x/week
50,Male,171.8,102.4,94.3,21.9,34.7,31.9,2681,477,Cycling 4x/week
34,Female,169.6,87.9,81.1,13.8,30.6,28.2,1788,444,HIIT 3x/week
53,Male,175.2,106.3,88,43.8,34.6,28.7,2569,249,Swimming 2x/week
41,Male,186.1,112.5,99.4,24.5,32.5,28.7,3054,518,Cycling 4x/week
33,Male,175.4,93.4,88.5,13.1,30.4,28.8,2455,264,Running 3x/week
20,Female,161.8,82.3,76.5,11.7,31.4,29.2,1849,256,Swimming 2x/week
52,Male,186.9,85.7,73,26.1,24.5,20.9,2248,270,Cycling 4x/week
24,Female,173.4,101.7,86,53.2,33.8,28.6,2413,302,Cycling 4x/week
30,Female,159.2,80.5,74.2,12.6,31.8,29.3,1659,612,Cycling 4x/week
59,Male,166.4,61.2,52.5,26.9,22.1,19,1581,553,Swimming 2x/week
41,Female,152.6,72.7,65.6,13.5,31.2,28.2,1683,490,Running 3x/week
34,Female,154.7,81.8,73,27.4,34.2,30.5,1640,424,HIIT 3x/week
31,Male,186.6,102,93.7,15.5,29.3,26.9,2739,434,Running 3x/week
26,Female,169.8,93.4,85.8,23.5,32.4,29.8,2010,427,Running 3x/week
62,Male,177.3,75.1,64.2,34.3,23.9,20.4,1967,302,Gym 3x/week
18,Female,163,81.6,75,23,30.7,28.2,2036,429,HIIT 3x/week
47,Female,163.9,71.4,67.7,6.2,26.6,25.2,1431,421,Cycling 4x/week
46,Male,185.4,83.2,67.9,33.9,24.2,19.8,2185,311,Swimming 2x/week
23,Male,172.9,71.9,66.9,14.6,24.1,22.4,2128,240,Gym 3x/week
42,Female,153.7,64,51.7,28.8,27.1,21.9,1565,208,HIIT 3x/week
33,Male,173.1,84.8,68.7,37,28.3,22.9,2430,595,HIIT 3x/week
36,Female,153,67.9,61.6,12.6,29,26.3,1712,249,Running 3x/week
69,Female,154.3,67.7,62.1,8.5,28.4,26.1,1264,571,Swimming 2x/week
34,Female,173.9,99.9,90.2,26.4,33,29.8,2148,384,Gym 3x/week
48,Female,169.9,70.7,64.7,11.2,24.5,22.4,1434,256,Gym 3x/week
68,Female,169,78.6,68.9,20.5,27.5,24.1,1767,591,Cycling 4x/week
26,Male,165.7,87.4,75.4,26.2,31.8,27.5,2297,435,Gym 3x/week
43,Female,153.3,77.3,65.9,28.6,32.9,28,1547,621,HIIT 3x/week
18,Female,154.4,71.4,62.9,18.1,29.9,26.4,1748,646,HIIT 3x/week
61,Female,152.7,57.2,50.4,16.9,24.5,21.6,1287,380,Cycling 4x/week
65,Male,169.3,87.5,70.2,45.6,30.5,24.5,2146,150,Running 3x/week
37,Female,153.9,79.1,71.7,15.5,33.4,30.3,1645,473,Cycling 4x/week
56,Male,163.2,82.9,68.8,41.8,31.1,25.8,1940,245,Swimming 2x/week
63,Female,172.5,68.9,56.3,35.1,23.1,18.9,1429,425,Running 3x/week
43,Male,178.3,100,91.1,14.9,31.5,28.6,2601,217,Cycling 4x/week
40,Female,154.2,59.2,53.3,17.5,24.9,22.4,1477,507,Gym 3x/week
33,Female,154.9,74,64.1,32,30.8,26.7,1896,253,Swimming 2x/week
48,Male,182.6,76.9,65.8,36.6,23.1,19.7,1895,455,HIIT 3x/week
45,Male,172.6,88.9,78.8,32.3,29.8,26.5,2309,623,Running 3x/week
22,Male,180.4,112.2,100.4,18.8,34.5,30.9,2860,366,Swimming 2x/week
18,Female,161.6,76.1,63.3,26.4,29.1,24.2,2032,560,Cycling 4x/week
41,Male,174.7,104.3,97.1,16.5,34.2,31.8,2584,508,Running 3x/week
25,Male,176.8,75.4,70.1,16.9,24.1,22.4,2285,605,Swimming 2x/week
24,Female,159.5,80.1,74,10.9,31.5,29.1,1732,438,Cycling 4x/week
51,Female,152,80.8,66.1,28.9,35,28.6,1472,165,Gym 3x/week
26,Female,161.9,72.8,65.6,17.8,27.8,25,1904,193,Cycling 4x/week
47,Male,164.7,88.7,79.3,31.6,32.7,29.2,2290,262,Cycling 4x/week
22,Male,175.9,71.5,60.1,26.4,23.1,19.4,2067,357,Gym 3x/week
43,Male,175,79.6,68.7,27.4,26,22.4,2065,489,HIIT 3x/week
57,Female,162.2,80.9,69.3,19.4,30.7,26.3,1608,305,Cycling 4x/week
36,Female,167.7,94.8,86.5,16.2,33.7,30.8,2220,564,Gym 3x/week
69,Female,168.9,64.7,56.2,21.7,22.7,19.7,1329,166,Swimming 2x/week
38,Male,169,74.6,64.8,28.8,26.1,22.7,1897,185,Swimming 2x/week
66,Male,183.3,105.9,91.1,24.7,31.5,27.1,2380,596,Gym 3x/week
57,Male,173.4,71.1,64.6,18.1,23.6,21.5,1785,519,HIIT 3x/week
32,Female,152.1,71.7,60.7,19.1,31,26.2,1849,216,Gym 3x/week
25,Male,179.7,101.1,88.4,19.8,31.3,27.4,2734,505,HIIT 3x/week
62,Male,178.8,91,73.7,45.6,28.5,23.1,2102,460,Cycling 4x/week
63,Male,179.6,76.6,69,23.5,23.8,21.4,2112,172,Cycling 4x/week
67,Female,162.8,70.2,60.2,23.5,26.5,22.7,1478,180,HIIT 3x/week
47,Female,170.5,66.9,54.4,41.8,23,18.7,1588,191,Cycling 4x/week
63,Male,172.9,83.5,78,11.4,27.9,26.1,1970,165,HIIT 3x/week
66,Male,170.7,81.2,75.5,13.3,27.9,25.9,1933,568,Running 3x/week
69,Female,167.1,73.7,66.1,18,26.4,23.7,1331,569,Gym 3x/week
36,Female,170.6,68.3,58.7,22.7,23.5,20.2,1545,278,Gym 3x/week
51,Female,158.6,68.8,62.3,13.1,27.3,24.8,1462,460,Gym 3x/week
60,Female,160.2,75.4,62,23.4,29.4,24.2,1756,495,Gym 3x/week
60,Female,154.3,79,65.6,40.3,33.2,27.5,1450,560,Running 3x/week
33,Male,174.6,103.9,86.4,36.2,34.1,28.3,2848,208,HIIT 3x/week
25,Male,169.1,77.1,63.5,31.7,27,22.2,2030,537,Gym 3x/week
23,Female,162.7,66.3,58.9,11.5,25,22.3,1544,391,HIIT 3x/week
61,Female,158.8,84,70.1,48.4,33.3,27.8,1729,370,Running 3x/week
40,Male,163.4,78.8,68,27.6,29.5,25.5,2048,506,Cycling 4x/week
42,Female,161.4,61,50.8,32.4,23.4,19.5,1345,516,Running 3x/week
59,Female,160.5,67.7,61.6,18.8,26.3,23.9,1641,289,HIIT 3x/week
25,Female,152.8,54.9,45.1,20,23.5,19.3,1629,184,Gym 3x/week
21,Female,170.2,83.9,79.2,9.8,29,27.3,2160,521,Running 3x/week
43,Female,152.2,61,49.4,18.8,26.3,21.3,1557,513,Swimming 2x/week
21,Male,172.7,85.7,75.6,34.1,28.7,25.3,2596,526,Cycling 4x/week
46,Male,186.6,79.7,64.2,40.7,22.9,18.5,2011,407,Swimming 2x/week
20,Male,180.4,84,71.1,32.3,25.8,21.8,2556,547,Swimming 2x/week
44,Male,182.8,92.2,77.3,30.2,27.6,23.1,2465,199,Gym 3x/week
29,Male,171.3,82.1,66.6,37.1,28,22.7,2365,176,HIIT 3x/week
50,Male,176.8,93.7,84.5,20.1,30,27.1,2496,555,HIIT 3x/week
49,Male,171.1,95.1,82.3,42.4,32.5,28.1,2338,298,Cycling 4x/week
66,Female,168.4,71.6,62.6,14.5,25.3,22.1,1386,490,Swimming 2x/week
43,Female,172.7,75.2,62.1,30.9,25.2,20.8,1793,548,Running 3x/week
40,Male,183.5,89.1,72.5,38,26.5,21.6,2403,649,Gym 3x/week
62,Male,180.9,81.3,71.2,23.8,24.8,21.8,1966,412,Running 3x/week
58,Male,169.8,76.9,67.6,14,26.7,23.5,1754,193,Cycling 4x/week
64,Female,170.2,86.6,75.5,28.9,29.9,26.1,1835,472,Cycling 4x/week
50,Female,158.8,61.5,57.3,8.9,24.4,22.7,1397,566,Swimming 2x/week
45,Male,171.9,76.2,67.8,16.5,25.8,23,2166,296,Running 3x/week
64,Male,163.4,79.1,72.5,16.3,29.6,27.1,1673,335,Swimming 2x/week
64,Female,174.3,96.3,81.8,42.6,31.7,26.9,2057,554,Running 3x/week
67,Male,175.2,98.2,84.8,20.2,32,27.6,2107,158,Gym 3x/week
61,Male,172.9,76.2,71,15.4,25.5,23.7,1932,437,HIIT 3x/week
65,Female,154,68,57.7,33.2,28.7,24.3,1440,389,Running 3x/week
49,Female,155.2,55.8,45.1,23.1,23.2,18.7,1440,357,Cycling 4x/week
31,Female,159.2,71.7,66.2,19,28.3,26.1,1573,441,Gym 3x/week
27,Female,157.6,73.4,69.4,7.2,29.6,27.9,1676,648,Cycling 4x/week
60,Male,185.4,99.1,83.9,48.7,28.9,24.4,2612,627,Cycling 4x/week
63,Male,183.8,90.5,84.9,13.8,26.8,25.1,2060,648,Gym 3x/week
51,Female,161.4,67.9,55.2,24.3,26.1,21.2,1703,380,Gym 3x/week
50,Male,174.2,94.9,79,52.9,31.3,26,2403,406,Gym 3x/week
58,Female,170.5,92.8,84.7,18.4,31.9,29.1,2014,467,Cycling 4x/week
37,Male,171.5,99.3,94.2,18,33.8,32,2621,642,Running 3x/week
38,Male,168.4,73,59.6,41.7,25.7,21,2015,518,Running 3x/week
33,Female,151.6,76.8,71.9,12.7,33.5,31.3,1817,616,Running 3x/week
40,Female,154.4,74.5,65.6,14.7,31.3,27.5,1549,162,Cycling 4x/week
39,Male,170.9,87.8,72.2,36.6,30.1,24.7,2128,286,Cycling 4x/week
55,Female,163.4,72.5,62.1,17,27.1,23.3,1615,262,Running 3x/week
23,Female,152.6,54.8,50.5,11.6,23.5,21.7,1674,519,Running 3x/week
65,Female,152.4,72.3,66.7,16.5,31.1,28.7,1341,209,HIIT 3x/week
47,Male,173.4,74.1,60.1,44.1,24.7,20,2006,332,Gym 3x/week
26,Female,172.6,95.6,78.5,38.6,32.1,26.3,2248,594,Swimming 2x/week
52,Female,173.3,82,69.1,43.6,27.3,23,1764,527,Cycling 4x/week
50,Female,163.3,92.3,77.7,29,34.6,29.1,1868,585,Cycling 4x/week
41,Male,178.1,95.2,88.9,17.8,30,28,2668,433,Swimming 2x/week
62,Male,178.2,88.2,76.5,19.2,27.8,24.1,2053,244,Cycling 4x/week
31,Female,157.5,59.9,50.3,19.9,24.1,20.3,1522,212,Gym 3x/week
49,Female,160.5,69.2,59.4,29,26.9,23.1,1468,533,Running 3x/week
41,Male,175.7,97.2,90.3,11.6,31.5,29.3,2495,469,Gym 3x/week
35,Male,174.3,99.2,93.4,18.4,32.6,30.7,2463,334,Swimming 2x/week
35,Female,173.3,87.5,78.2,21.1,29.1,26,2107,386,Cycling 4x/week
23,Male,184.3,92.3,81,37.3,27.2,23.8,2448,549,HIIT 3x/week
52,Female,165.3,82.9,75.8,17.2,30.3,27.7,1799,345,Swimming 2x/week
43,Male,172,93,74.5,64.4,31.4,25.2,2543,634,Running 3x/week
50,Male,173.7,89.2,78.1,18.8,29.6,25.9,2273,477,Cycling 4x/week
68,Female,160.3,87.9,72.2,45.8,34.2,28.1,1802,623,Cycling 4x/week
67,Female,165.1,62.8,56.1,22.8,23,20.6,1249,308,Cycling 4x/week
34,Male,169.4,71.7,59.6,37.6,25,20.8,2123,436,HIIT 3x/week
56,Female,169.1,96.5,88.8,13.1,33.7,31.1,1872,227,Swimming 2x/week
45,Male,166.1,72.7,68.8,13.5,26.3,24.9,1824,410,Swimming 2x/week
43,Male,176.8,104.5,90.8,45.3,33.4,29,2704,366,Swimming 2x/week
42,Male,184.5,80.2,66.7,45.6,23.6,19.6,2330,288,HIIT 3x/week
57,Male,165.7,85.8,71,46.3,31.2,25.8,2232,493,Swimming 2x/week
24,Female,156,59.1,48.3,17.4,24.3,19.8,1731,600,HIIT 3x/week
47,Male,182.3,103.5,97.1,17.4,31.1,29.2,2699,277,Swimming 2x/week
21,Female,165.4,64.9,57.6,21.3,23.7,21.1,1856,630,HIIT 3x/week
29,Female,152.2,71.2,64.3,23.3,30.8,27.8,1512,521,Cycling 4x/week
59,Female,174.5,80.6,75.4,16.7,26.5,24.8,1684,375,Cycling 4x/week
40,Male,165.1,75.1,64,28,27.5,23.5,2040,635,Running 3x/week
57,Female,168,84.7,69.2,25.4,30,24.5,1574,360,Gym 3x/week
29,Female,165.3,75.4,63.6,33,27.6,23.3,1922,434,Cycling 4x/week
53,Female,172.5,75.1,60.1,48,25.2,20.2,1637,392,Running 3x/week
53,Male,180.7,77.5,65.2,31.7,23.7,20,1982,319,Swimming 2x/week
23,Male,164.9,94.3,76.9,32.9,34.7,28.3,2480,309,Running 3x/week
47,Male,164.2,62.9,54,23.5,23.3,20,1645,382,Running 3x/week
59,Male,175.2,105.4,85.7,36.2,34.4,27.9,2591,169,Gym 3x/week
34,Female,169.5,73.7,63.5,21.8,25.7,22.1,1730,345,Gym 3x/week
46,Male,169.8,75.9,72,7.7,26.3,25,1908,265,Cycling 4x/week
60,Female,170.4,93.7,78.5,37.8,32.3,27,1742,638,Cycling 4x/week
44,Female,173.8,100.9,92.1,24.6,33.4,30.5,1966,578,Swimming 2x/week
29,Male,177.2,89,84,17.4,28.3,26.8,2497,639,HIIT 3x/week
49,Female,166.1,96.3,88,24.9,34.9,31.9,1873,192,Running 3x/week
41,Female,173.2,90,73.7,34.1,30,24.6,1899,255,Cycling 4x/week
39,Male,177.6,95.4,82.8,27.8,30.2,26.3,2425,422,HIIT 3x/week
25,Female,155.6,55.4,49.1,15.3,22.9,20.3,1553,256,Gym 3x/week
31,Female,171.2,90.6,84.2,20.5,30.9,28.7,2055,594,Swimming 2x/week
40,Male,184.9,110.3,104.4,14.4,32.3,30.5,2680,396,Gym 3x/week
19,Female,169.7,75.8,64.4,37.3,26.3,22.3,1819,270,Gym 3x/week
25,Female,166.9,81.7,70.5,34.5,29.4,25.3,1864,246,Swimming 2x/week
67,Female,162.3,77.3,68.7,29.3,29.3,26.1,1693,409,HIIT 3x/week
38,Female,164.7,84.4,73.6,26.9,31.1,27.1,1862,469,HIIT 3x/week
21,Female,152.5,78.5,74.3,14.1,33.7,31.9,1930,554,Cycling 4x/week
58,Male,182,80.4,67.1,23.1,24.3,20.3,2042,455,Running 3x/week
62,Male,184,107.6,98.3,27.9,31.8,29,2784,373,Swimming 2x/week
56,Female,171.3,83.1,73.6,32,28.3,25.1,1595,275,Swimming 2x/week
60,Female,170.5,75.9,62.4,32.6,26.1,21.5,1461,536,Swimming 2x/week
31,Male,171.2,67.3,57,25.7,23,19.4,2035,197,Swimming 2x/week
24,Male,181.4,85.9,74.8,36.1,26.1,22.7,2559,581,Swimming 2x/week
24,Female,163.6,84.4,74.8,24.8,31.5,28,2107,490,HIIT 3x/week
57,Male,180.9,108.7,87.4,49.1,33.2,26.7,2541,269,Swimming 2x/week
47,Male,167,77.1,73.1,8.5,27.6,26.2,2150,540,Running 3x/week
32,Female,174.9,90.2,81.5,20.7,29.5,26.6,2057,397,Running 3x/week
63,Male,179.6,90.1,75.5,38.9,27.9,23.4,2329,358,Running 3x/week
45,Male,165.7,70.9,57.2,31.1,25.8,20.8,2058,478,HIIT 3x/week
40,Male,177.2,76.6,67.6,27.2,24.4,21.5,2078,560,Gym 3x/week
53,Female,164.7,78.5,66.8,29.8,28.9,24.6,1765,207,HIIT 3x/week
26,Male,182.5,84,71.3,33.2,25.2,21.4,2300,435,Running 3x/week
26,Female,162.3,60.6,53,24.7,23,20.1,1790,245,Gym 3x/week
20,Female,152.8,66.7,54.6,31.4,28.6,23.4,1577,450,Swimming 2x/week
54,Male,172.3,97.5,86,20.2,32.8,29,2176,161,Gym 3x/week
65,Male,174.5,74.1,69.7,14.6,24.3,22.9,1760,537,Swimming 2x/week
28,Female,174.1,88.1,74.2,28.2,29,24.5,2060,253,Cycling 4x/week
46,Female,160.6,57.3,48.6,13.9,22.2,18.8,1275,229,Cycling 4x/week
69,Female,167.2,79.5,70.5,23.2,28.4,25.2,1740,403,Cycling 4x/week
25,Male,171.2,70.2,61.4,30.2,23.9,21,2248,318,HIIT 3x/week
50,Female,171.8,95.5,82.4,32.8,32.4,27.9,1796,618,Cycling 4x/week
21,Male,167.9,75,62.9,37.6,26.6,22.3,2219,525,Swimming 2x/week
52,Female,156.9,62.5,55,14.2,25.4,22.3,1397,393,Cycling 4x/week
48,Male,168.1,63.1,56,23.3,22.3,19.8,1890,331,HIIT 3x/week
36,Male,184.3,99.8,84.8,27.4,29.4,25,2515,300,Running 3x/week
35,Female,152,76.3,70.2,10.5,33,30.4,1857,154,Running 3x/week
54,Male,169.5,67.5,56.3,20.3,23.5,19.6,1783,526,Cycling 4x/week
33,Female,167.7,78.9,70.8,15.2,28,25.1,1989,616,Cycling 4x/week
25,Female,163.4,78.4,64.6,23.9,29.4,24.2,1940,577,Swimming 2x/week
36,Male,173.5,98.5,80.7,51.4,32.7,26.8,2493,469,Running 3x/week
36,Female,172.5,82.2,72.1,24.2,27.6,24.2,2031,436,Swimming 2x/week
39,Male,163.5,64,51.7,19.2,24,19.4,1621,169,Cycling 4x/week
22,Female,174.5,94.3,85.5,13.6,31,28.1,2322,487,Gym 3x/week
67,Male,178,98.3,90.6,24.7,31,28.6,2210,454,Cycling 4x/week
19,Female,154.3,68.8,58.6,22.2,28.9,24.6,1888,396,Gym 3x/week
19,Male,182.4,103.4,83,66.9,31.1,25,2704,361,HIIT 3x/week
43,Male,171.2,79,63.4,38.4,27,21.6,1976,517,Cycling 4x/week
65,Female,154.7,59.9,51.9,16.1,25,21.7,1323,329,Gym 3x/week
70,Female,160.7,74.4,68.6,16.2,28.8,26.6,1477,410,HIIT 3x/week
65,Male,164,62.6,57.8,12,23.3,21.5,1386,622,HIIT 3x/week
52,Female,161.3,77.2,63,40.9,29.7,24.2,1523,430,Cycling 4x/week
68,Female,172.3,95.3,89.8,17.1,32.1,30.2,2015,283,Running 3x/week
56,Male,185.1,107.9,98.5,25.7,31.5,28.7,2782,380,Swimming 2x/week
70,Female,163.7,89.4,79.5,15.8,33.3,29.6,1838,571,Gym 3x/week
20,Male,186.8,118.1,96.5,59.2,33.8,27.7,3341,619,Running 3x/week
51,Male,178.2,74.4,66.8,15.6,23.4,21,1795,200,HIIT 3x/week
24,Male,170,64.3,56.3,24.6,22.3,19.5,2026,512,HIIT 3x/week
66,Male,181.6,79.3,75.3,10.7,24,22.8,1958,267,Swimming 2x/week
34,Male,181,72.2,59.3,23.3,22.1,18.1,1986,299,HIIT 3x/week
50,Female,154.1,66.5,55.8,22.7,28,23.5,1535,308,Running 3x/week
34,Male,171.5,72.8,62.2,35,24.7,21.2,2171,583,Running 3x/week
51,Female,155.7,76.8,63.4,26.6,31.7,26.2,1537,477,Running 3x/week
52,Male,184.9,114.6,92.9,44,33.5,27.2,2712,339,Gym 3x/week
30,Female,170,68.2,59.2,27.8,23.6,20.5,1548,222,Cycling 4x/week
44,Female,157.8,62.9,51.2,31.4,25.2,20.6,1533,283,Running 3x/week
51,Male,179.9,87.7,78.3,27.5,27.1,24.2,2331,273,HIIT 3x/week
68,Female,167.2,85,71,25.6,30.4,25.4,1641,562,Running 3x/week
31,Female,155.4,71.1,66.1,10.4,29.4,27.4,1712,576,Cycling 4x/week
36,Male,166.5,80.2,64.8,29.4,28.9,23.4,2277,292,Gym 3x/week
69,Male,184.6,114.3,97.3,51,33.5,28.6,2507,153,HIIT 3x/week
33,Female,172.9,77.3,69.9,24.5,25.9,23.4,1665,204,HIIT 3x/week
39,Female,169.1,67.5,60.3,20.2,23.6,21.1,1808,597,Gym 3x/week
26,Male,174.8,68.2,60.7,21.1,22.3,19.9,2164,392,Gym 3x/week
57,Female,156.9,80.6,65.3,53.3,32.8,26.5,1456,558,Swimming 2x/week
53,Female,157.2,84.2,75.8,16.7,34.1,30.7,1918,169,HIIT 3x/week
30,Female,156.7,83.7,71.3,41.5,34.1,29,1804,327,Swimming 2x/week
62,Female,152.6,67.2,63.6,10,28.8,27.3,1388,470,Running 3x/week
21,Male,178.1,84.3,78.8,9.9,26.6,24.9,2552,240,Gym 3x/week
55,Male,185.4,108.7,90.7,56.9,31.6,26.4,2580,232,Gym 3x/week
27,Male,175.6,83,70,45.5,26.9,22.7,2137,377,HIIT 3x/week
34,Female,171.3,99.2,92.2,17.1,33.8,31.4,2236,241,Gym 3x/week
54,Female,153.8,55.6,50.9,12.8,23.5,21.5,1270,584,HIIT 3x/week
66,Male,180.5,91.9,86.3,13.3,28.2,26.5,2377,471,Running 3x/week
49,Female,162.2,71.6,61.2,36.1,27.2,23.2,1407,152,Cycling 4x/week
26,Female,161,66,56.2,16.1,25.5,21.7,1812,335,Running 3x/week
60,Female,172.3,90.7,78,41.4,30.6,26.3,2022,383,Swimming 2x/week
26,Male,182.6,90.4,74.5,42.7,27.1,22.3,2638,330,Cycling 4x/week
31,Female,164.7,82.4,75.7,12.6,30.4,27.9,1716,597,HIIT 3x/week
58,Female,152.4,54.5,50.2,10.9,23.5,21.6,1361,316,Gym 3x/week
51,Male,182,100.2,84.8,51.5,30.2,25.6,2687,276,Running 3x/week
69,Female,166.5,66.3,57.7,16.6,23.9,20.8,1384,377,Cycling 4x/week
36,Male,171.8,70.2,65.6,7.6,23.8,22.2,2069,476,Cycling 4x/week
55,Male,183.4,96,85.2,22.6,28.5,25.3,2561,403,HIIT 3x/week
29,Female,165.6,86.3,76.3,31.5,31.4,27.8,1870,645,Swimming 2x/week
21,Male,177.1,79.5,72.6,16.5,25.4,23.2,2149,476,Swimming 2x/week
44,Male,170.7,84.3,75.6,29.8,28.9,25.9,2143,639,Swimming 2x/week
45,Female,159.9,86.6,76.2,31.5,33.9,29.8,1946,595,Swimming 2x/week
63,Female,160.2,63.2,54.1,30.7,24.6,21.1,1432,320,Gym 3x/week
40,Male,183.8,86.2,75.4,27.7,25.5,22.3,2363,531,HIIT 3x/week
51,Male,165.2,63.2,52,35.1,23.1,19,1765,567,Swimming 2x/week
47,Female,154.2,77.5,72.4,18.1,32.6,30.4,1730,403,Gym 3x/week
69,Female,173.5,66.7,54.2,33.1,22.2,18,1651,633,Running 3x/week
62,Female,167.1,82.1,74,18.9,29.4,26.5,1732,426,Gym 3x/week
29,Female,154.3,61.8,56.3,9,25.9,23.7,1621,206,Cycling 4x/week
53,Female,171.5,71.9,62.8,15.9,24.4,21.3,1503,405,Running 3x/week
37,Female,157.4,85.9,75.5,28.2,34.6,30.5,1672,578,Running 3x/week
44,Male,164.5,73.1,68.9,12.7,27,25.5,2040,281,Running 3x/week
65,Male,177.3,92.1,84,24.2,29.3,26.7,2074,345,Swimming 2x/week
62,Male,165.5,61.9,50.4,18,22.6,18.4,1430,348,Cycling 4x/week
43,Male,164.1,77.2,66.1,35.2,28.7,24.6,1925,175,HIIT 3x/week
21,Male,184.5,116.3,94.5,68.8,34.2,27.8,2999,267,Gym 3x/week
